区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
江西·赣州·章贡区,赣州麦鲁小城,1103097864,城市观光,,热度 0.0,江西省赣州市章贡区章江新区华润中心万象城二楼201,迷你版的儿童城市，快乐成长新起点,"114.932838,25.822779"
江西·赣州·章贡区,赣州章贡区挑战者攀岩,2336836839,运动健身,,热度 0.0,赣州市章贡区文明大道101-44（赣纺创意园内诺言影咖旁边）(江西-赣州),大型室内攀岩馆,"114.93599,25.853763"
江西·吉安·安福县,安福武功山,3836409635,自然风光,4A景区,热度 0.0,江西省吉安市安福县泰山乡文家村,山色风光旖旎，文化源远流长,"114.284206,27.475142"
江西·吉安·安福县,羊狮慕风景区,436025176,自然风光,,热度 0.0,江西省吉安市泰山乡羊狮慕风景区,悠悠万古，青山不老,"114.231915,27.601251"
江西·吉安·安福县,武功山嵘源温泉,223933712,农家度假,,热度 0.0,江西省吉安市安福县泰山乡,自然风光独特，温泉四季恒温,"114.258647,27.500971"
江西·吉安·安福县,武功山温泉山庄,2810890168,农家度假,3A景区,热度 0.0,江西省吉安市安福县泰山乡文家村,健康养生，休闲度假，独一无二的温泉山庄,"114.25228,27.499943"
江西·吉安·井冈山市,井冈山,322229039,自然风光,5A景区,热度 1.0,江西省吉安井冈山市茨坪镇,红根已深植，今日正繁荣,"114.172394,26.576456"
江西·吉安·井冈山市,井冈山国际山地自行车赛道,2446157930,运动健身,,热度 0.0,江西吉安井冈山市茨坪镇黄坳乡井冈山国际山地自行车赛道,休闲绿道、技巧公园及中高级越野赛道,"114.169784,26.587413"
江西·吉安·万安,万安花花世界,3547537268,公园,,热度 0.0,江西省吉安市万安县枧头镇上木塘村花花世界景区,阳光氤氲，千花百卉争明媚,"114.831305,26.520693"
江西·景德镇,江西直升机科技馆,2190562098,展馆,4A景区,热度 0.0,江西省景德镇市高新区直航路1号,虚拟现实手段带你体验直升机的刺激,"117.181079,29.271429"
江西·景德镇·昌江区,古窑景区,1611191641,自然风光,5A景区,热度 0.0,江西省景德镇市昌江区瓷都大道古窑路1号,探索中国千年陶瓷文化的脉络,"117.190701,29.28948"
江西·景德镇·浮梁县,瑶里,3752083254,自然风光,4A景区,热度 0.9800000000000001,江西省景德镇市浮梁县087县道瑶里风景区,比景德镇更老的瓷都,"117.588075,29.547307"
江西·景德镇·浮梁县,浮梁古县衙,3980334648,文化古迹,4A景区,热度 0.76,江西省景德镇浮梁县浮梁古县衙景区,我国江南保存完整的清代县级衙暑,"117.257663,29.373252"
江西·景德镇·浮梁县,皇窑（可手工制陶）,262440520,展馆,,热度 0.0,江西省景德镇市高岭大道668号,天下客游景德镇，谁人不来皇窑行,"117.307532,29.329949"
江西·景德镇·乐平市,洪岩仙境风景区,4055844551,文化古迹,4A景区,热度 0.72,江西省景德镇市乐平洪岩镇,"让你置身外星球的赶脚,充满意境的天然溶洞","117.483553,29.046449"
江西·景德镇·珠山区,景德镇民窑博物馆,4231354566,展馆,,热度 0.0,江西省景德镇市珠山区新厂湖田航空大道18号,宣传景德镇民窑陶瓷历史文物,"117.257733,29.289898"
江西·九江·共青城市,庐山国际高尔夫球会,1032011428,运动健身,,热度 0.0,江西省九江市共青城高尔夫大道,球场内竹林古树，一派田园风光,"115.824924,29.23291"
江西·九江·庐山风景名胜区,庐山博物馆,696650246,展馆,,热度 0.0,江西九江庐山区庐山风景区内牯岭芦林湖旁,芦林一号别墅,"115.983593,29.556748"
江西·九江·庐山区,庐山风景名胜区,2295597022,自然风光,5A景区,热度 1.0,江西省九江市庐山区,匡庐奇秀甲天下,"116.001261,29.561078"
江西·九江·彭泽县,龙宫洞,1094215210,运动健身,4A景区,热度 0.72,江西省九江市彭泽县西南乌龙山麓,夏洞外烈日炎炎，洞内却凉风习习,"116.473908,29.70347"
江西·九江·武宁县,西海湾景区,1774014993,农家度假,4A景区,热度 0.0,江西省九江市武宁县朝阳湖东路11号,在此尽情领略休闲雅致和激情奔放的快感,"115.501065,29.198955"
江西·九江·武宁县,武宁西海燕码头,230227077,城市观光,,热度 0.0,江西省九江市武宁县新城区西海燕码头,穿越码头 为您的未来祈福,"115.094121,29.262462"
江西·九江·星子县,白鹿洞书院,639695928,文化古迹,,热度 0.8,江西省九江市星子县,想要做神仙，就来安吉中南百草园,"116.047449,29.523417"
江西·九江·修水县,东浒寨,225118749,自然风光,,热度 0.0,九江市修水县征村乡潭坑村境内,飞拉达，绝壁极限运动,"114.520347,28.887337"
江西·九江·修水县,修河温泉含室内恒温水乐园,3031573928,游乐场,,热度 0.0,江西省九江市修水县宁镇芦塘何家店温泉小镇,恒温室内水乐园,"114.595826,29.007218"
江西·九江·永修县,庐山西海,3095057393,自然风光,4A景区,热度 0.72,江西省九江市永修县柘林湖,抖音网红胜地,"115.479414,29.200984"
江西·九江·永修县,西海温泉度假村,2705270951,农家度假,,热度 0.72,江西省九江市永修县易家河村,豪华度假，山景、水景、园景尽收眼底,"115.525457,29.19106"
江西·九江·永修县,江西西海动感乐园,3597703878,农家度假,,热度 0.0,江西省九江市永修县庐山西海东下高速直走过桥右转,多功能生态农林示范区,"115.561315,29.200199"
江西·南昌,南昌融创海世界,3441899919,游乐场,,热度 0.0,南昌市九龙湖新区融创文化旅游城融创茂一楼,7个主题水池，带您玩转海洋乐园,"115.796804,28.586181"
江西·南昌·安义县,安义古村,2250327153,文化古迹,3A景区,热度 0.7,江西省南昌市安义县石彼镇罗田村,千百年来，古村曾盛极一时，也曾盛极而衰,"115.612762,28.754027"
江西·南昌·安义县,安义斐然生态园,3168409279,农家度假,,热度 0.0,江西省南昌市安义县长均乡观察村,休闲旅游观光圣地,"115.742854,28.849905"
江西·南昌·东湖区,滕王阁,2301240201,文化古迹,5A景区,热度 1.0,江西省南昌市东湖区仿古街58号,落霞与孤鹜齐飞，秋水共长天一色,"115.888564,28.686101"
江西·南昌·东湖区,南昌星期8小镇,962020352,游乐场,,热度 0.0,江西省南昌市东湖区青山南路118号蓝天碧水购物广场2楼,一个孩子百去不厌的地方,"115.909926,28.698588"
江西·南昌·东湖区,南昌VR+乐园,3552849870,游乐场,,热度 0.0,江西省南昌市东湖区滕王阁街道胜利路地下商场,南昌首家地下实景VR竞技馆。,"115.894075,28.683674"
江西·南昌·红谷滩新区,南昌融创乐园,2099575943,游乐场,,热度 0.0,江西省南昌市九龙湖新区南龙蟠街888号,童话世界，从梦幻乐到真实,"115.792634,28.583925"
江西·南昌·红谷滩新区,南昌之星摩天轮,1947584556,游乐场,,热度 0.0,江西省南昌市红谷滩新区新建县赣江南大道1号,诠释着南昌作为世界动感都会的昂首姿态,"115.856455,28.659349"
江西·南昌·红谷滩新区,绿地中心303观光厅,3549031864,城市观光,,热度 0.0,江西省南昌市红谷滩红谷中大道998号,江西俯瞰绿地的好去处,"115.861564,28.69133"
江西·南昌·九龙湖新区,南昌融创电影世界,3611442019,游乐场,,热度 0.0,江西省南昌市九龙湖新区万融创文化旅游城融创茂1楼,南昌融创乐园与电影世界位于南昌市九龙湖新区，设计理念可媲美迪斯尼乐园及环球影城等世界知名主题乐园，是一个真正属于中国与江,"115.796525,28.602249"
江西·南昌·九龙湖新区,南昌VR主题乐园,4221950021,游乐场,,热度 0.0,江西省南昌市九龙湖新区九龙大道1388号（地铁2号线国博站2号出口）,休闲体验相结合的实境式VR主题乐园,"115.805953,28.6143"
江西·南昌·梅岭景区,梅岭狮子峰,3238977671,自然风光,,热度 0.7,江西省南昌市湾里区店前以西4公里,远观如狮子流涎，是梅岭重要一景,"115.731969,28.814291"
江西·南昌·南昌县,凤凰沟,3741248772,农家度假,4A景区,热度 0.0,江西省南昌市南昌县黄马乡凤凰沟（自驾320国道修路，到银三角上桥，然后从昌南上高速，往上海方向走一段高速，从黄马下）,有沟有水，风光秀美、充满灵气,"116.018207,28.374381"
江西·南昌·青山湖区,天香园,1256948928,公园,4A景区,热度 0.72,江西省南昌市青山湖南大道333号,树木掩映，绿草如茵，花香满园,"115.962689,28.659998"
江西·南昌·青山湖区,南昌海洋公园,2805448497,游乐场,,热度 0.7,江西省南昌市青山湖区北京东路1984号,徜徉海底两万里，遇见唯美梦幻的美人鱼,"115.983898,28.679323"
江西·南昌·青山湖区,南昌舰主题园,739906589,游乐场,,热度 0.0,江西省南昌市青山湖区赣江北大道与黄河路交汇处东南侧,碰触南昌舰的成长历史,"115.896116,28.726117"
江西·南昌·滕王阁,南昌失恋博物馆（百盛店）,1729459350,展馆,,热度 0.0,东湖区中山路178号百盛6楼（电梯口浪琴专柜正对面）,催泪又治愈的失恋博物馆，失恋过，没恋过，都精彩。博物馆里的故事和展品，以及不同风格的交互区，使失恋博物馆有了不一样的灵魂,"115.898445,28.682381"
江西·南昌·湾里区,梅岭景区,705638425,自然风光,,热度 0.0,江西省南昌市西郊30公里处,拥有“翠、幽、俊、奇”的绝美景观,"115.745284,28.803352"
江西·南昌·湾里区,铜源峡,4156080444,自然风光,,热度 0.0,江西省南昌市新建区望城镇幸福村萧峰大道（幸福湖边）,可以登山探幽，寻访民俗风情,"115.745362,28.737938"
江西·南昌·湾里区,洪崖丹井,3019727347,文化古迹,,热度 0.72,江西省南昌市湾里区,放飞身心、休闲度假的佳境,"115.736938,28.731557"
江西·南昌·湾里区,南昌月亮湾山体公园,49835610,公园,,热度 0.0,江西省南昌市湾里区骡马岭月亮湾山体公园,融游憩观光、休闲运动于一体的山地游憩景点,"115.752886,28.760445"
江西·南昌·湾里区,冰零城下之北极冰雪王国,795634939,游乐场,,热度 0.0,江西省南昌市湾里区太平镇欢乐葵园冰零城下,带你进入一个神奇与梦幻的北极世界,"115.727115,28.803656"
江西·南昌·西湖区,南昌玛雅乐园,974151582,公园,,热度 0.0,南昌市西湖区真君路999号,南昌玛雅乐园是南昌华侨城“欢乐象湖”项目面世亮相的文旅作品，将于2019年暑期正式开园。作为中国新升级的第五代沉浸式主,"115.893656,28.636993"
江西·南昌·西湖区,南昌新中原大剧院,2006530306,城市观光,,热度 0.0,江西省南昌市西湖区站前西路173号,打造城市新贵娱乐新天地,"115.90944,28.668616"
江西·南昌·新建县,南昌之星游乐园,2394303459,游乐场,,热度 0.0,江西省南昌市新建县赣江南大道1号,南昌之星，体验时尚与动感的乐园,"115.856455,28.659349"
江西·萍乡,安源欢乐谷,144062062,游乐场,,热度 0.0,江西省萍乡市安源区安源镇青少年宫旁,,"113.899425,27.609293"
江西·萍乡·安源区,安源锦绣城,2872836151,城市观光,,热度 0.0,江西省萍乡市安源区萍安南大道,清一色的仿明清古建筑,"113.892122,27.61098"
江西·萍乡·芦溪县,武功山,943865565,自然风光,5A景区,热度 1.0,江西省萍乡市芦溪县,高山草甸，初见惊艳，再见依然！,"114.162743,27.471336"
江西·萍乡·芦溪县,仙凤三宝乡村文旅田园综合体,2960016855,公园,4A景区,热度 0.0,江西萍乡市芦溪县宣风镇竹垣村,走进萍乡的“马尔代夫”,"114.179158,27.722726"
江西·上饶·广丰县,上饶乐笑灵童游乐园,3364613162,游乐场,,热度 0.0,上饶广丰区三都农业示范园内 (江西-上饶),一个充满乐趣的游乐园,"118.268796,28.431509"
江西·上饶·鄱阳,鄱阳湖国家湿地公园,1152886233,公园,4A景区,热度 0.0,江西省上饶市鄱阳县鄱阳湖景区,白鹤的天堂，候鸟的故乡,"116.687407,29.13607"
江西·上饶·三清山,西海岸,3229135796,城市观光,,热度 0.74,江西省上饶市玉山县三清山景区内,又称西海栈道，宛如玉带，平整如岸,"121.424368,31.188537"
江西·上饶·上饶县,上饶灵山风景名胜区,1158117354,自然风光,,热度 0.0,江西省上饶市上饶县灵山风景名胜区,自然环境独特，地质构造复杂，地貌类型多样,"117.838313,28.551653"
江西·上饶·婺源风景区,婺源江岭（油菜花）,2869356061,自然风光,,热度 0.0,江西省上饶市婺源县溪头乡江岭梯田风光中心,梯田如链似带，高低错落，壮丽雄奇,"118.038311,29.46079"
江西·上饶·婺源风景区,李坑,2306112419,文化古迹,4A景区,热度 0.86,江西省上饶市婺源县秋口镇李坑村,一幅小桥、流水、人家的美丽画卷,"117.936953,29.328547"
江西·上饶·婺源风景区,江湾,37368675,文化古迹,5A景区,热度 0.9,江西省上饶市婺源县江湾镇,千年古镇江湾，钟灵毓秀，文风炽盛,"118.058037,29.373708"
江西·上饶·婺源县,婺源篁岭,2871359243,自然风光,4A景区,热度 0.0,江西省上饶市婺源县江湾镇篁岭村,自游行的绝佳选择,"118.127595,29.339174"
江西·上饶·婺源县,婺源风景区,456786705,自然风光,5A景区,热度 1.0,江西省上饶市婺源县文公北路,中国绝美乡村，开始你的文艺之旅,"117.861924,29.247904"
江西·上饶·婺源县,婺源熹园,1076294640,公园,,热度 0.0,江西省上饶市婺源县锦屏路18号,曲廊蜿蜒，楼台影映，步移景异，悦目赏心,"117.859601,29.259469"
江西·上饶·弋阳县,龟峰,82596151,自然风光,5A景区,热度 0.72,江西省上饶市弋阳县方志敏大道,象形独秀，奇峦如画，钟灵毓秀，壁立万壑,"117.4075,28.323867"
江西·上饶·玉山县,三清山,2205283271,自然风光,5A景区,热度 0.86,江西省上饶市玉山县,人间四月芳菲尽 三清杜鹃始盛开,"118.075981,28.915377"
江西·新余,新余欢乐大世界,3610508200,运动健身,,热度 0.0,江西省新余市仰天岗西大道2186号,一起去欢乐大世界度假吧,"114.926055,27.836858"
江西·新余·仙女湖,傣家度假村,3816368917,农家度假,,热度 0.0,江西省新余市渝水区仙女湖景区,具有浓郁傣家风俗民情的度假胜地,"114.81482890101,27.671302575945"
江西·新余·渝水区,仙女湖,3218038498,自然风光,4A景区,热度 1.0,江西省新余市渝水区仙女湖,仙女下凡之地，原始森林神秘诱人,"114.803942,27.732759"
江西·宜春·奉新县,江西省国际体育健身运动中心,701378217,运动健身,,热度 0.7,江西省宜春市奉新县会埠镇建新农场内,江西省国际体育健身运动中心，位于江西南方环保机制总公司生产科研基地奉新县境内越山脚下，距省会南昌市80公里，占地面积10,"115.203224,28.732357"
江西·宜春·高安市,巴夫洛生态谷,1274058122,自然风光,,热度 0.0,江西省高安市大城镇迎宾路166号,一年四季均可享受到唯美的田园风光,"115.500335,28.534608"
江西·宜春·袁州区,明月山,736564328,自然风光,5A景区,热度 1.0,江西省宜春市袁州区温汤镇,嫦娥的故乡，传说是当年嫦娥奔月的地方,"114.299102,27.60543"
江西·宜春·樟树市,中国古海,3333199283,游乐场,,热度 0.0,江西省宜春是樟树市葛玄路99号,神奇的中国“死海”,"115.531762,28.050955"
江西·宜春·酌江风景区,宜春酌江溶洞,2441851595,公园,,热度 0.0,江西省宜春市袁州区三阳镇境内距320国道16公里处,洞内钟乳石千姿百态，会聚成了钟乳石的天堂,"114.363845,27.94352"
江西·鹰潭,龙虎山,3661090256,自然风光,5A景区,热度 0.7,江西省鹰潭市西南20公里处贵溪市境内,神秘的古越族文明，体验绝美的自然风光,"116.999461,28.090447"
